"actualFreshWeight","alive","birdid","bodyPart","description","featureid","birdName","clutch","clutchOrder","dateFirstFound","dateLaid","datesMated","daysOnNest","definiteFather","eggMeasurements.dryShellWeightUnhatched","eggMeasurements.eggLength","eggMeasurements.eggWidth","eggMeasurements.fwCoefficientX104","eggMeasurements.shellThicknessInMms","eggMeasurements.calculatedFreshWeight","eggMeasurements.eggWeightBeforeFillingWithWater","eggMeasurements.shellWasteWeightHatched","eggMeasurements.weightWithWaterInGrams","eggMeasurements.dryShellWeightHatched","eggMeasurements.addled","eggMeasurements.germinalDiscDiameterInMms","estAgeWhen1stFound","father","firstDayAtOrVeryCloseToNest","fledged","historicDataFirstEggWeight","houseID","id","lastDateMated","layIsland","layYear","matedWith","matingToLaying","matingToNestingDays","modifiedTime","mother","nestingToLaying","results","viable","currentIsland","currentLocationID","eggName","comments","currentChipId","currentTxRecordId","demise","discoveryDate","lastTxChangeId","legColour","plumageColour","sex","studbookno","dateFledged","dateHatched","dateWeaned","incubationPeriod","interClutchLayingInterval","nestMother","transmitterGroup","layDateIsEstimate","embryoMeasurements.lengthInSitu","embryoMeasurements.estimatedAgeAtDeathInDays","embryoMeasurements.headLengthInMms","embryoMeasurements.totalLengthInMms","embryoMeasurements.yolkSacMembraneDiameterInMms","layLocationID","deadEmbryo","gan","dateIndependent","modifiedByRecordId","currentBandId","ageClassOverride","currentBandLeg","ageClass"
40.330,FALSE,NA,NA,NA,NA,"Suzanne1.2a.99","A", 1,1999-01-17 19:30:00,1999-01-14 00:00:00,"5-6/1/99","3",FALSE,    3.561000,   51.700000,   37.800000,    5.460000,    0.350000,NA,NA,NA,NA,NA,NA,NA, 3.00,"80156a3a-1ab1-4dad-a8d1-57035ea7c2ea","14/01/1999",FALSE,40.000,"KP99001","000d268c-5a29-4ea9-94aa-2827bfc27c9c","6/01/1999","Pearl",1999,"Ralph", 8, 8,2018-11-07 09:26:13,"68e08799-f6c3-4e01-bec1-9f5afbf00d0e", 0,"""nest found 16/1/99 10:10, 1 egg only, collected for art. Incubation on 17/1. Dissected on 25/1, germ cell 2.5mm white with jagged holes, aircell 22 x 23.2 filled with saline for FW""","infert",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Egg"
NA,FALSE,NA,NA,NA,NA,"Kuia-2-A-19","A", 2,NA,2019-01-12 13:30:00,NA,NA,NA,NA,   51.200000,   38.680000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0d583a67-d84e-4a84-86bc-fd517abf3ef1",NA,NA,NA,"KA19022","012a53c0-daf9-4ae9-827d-bae3218a1675",NA,"Anchor",NA,NA,NA,NA,2021-06-21 10:28:48,"8609d1a9-b175-4fd9-a7b0-c371fb84a981",NA,NA,"infert","Anchor","16bf7edf-e2d9-4bdc-af69-800550f11403","Kuia-2-A-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Egg"
NA,FALSE,"35706Sandra","hock joint, right","thickened & fused ~100 degrees (prior to 14/11/99)","16","Sandra",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"KS92003","01622a6e-89ed-43d0-873b-ee6e86c9eec4",NA,"Stewart",NA,NA,NA,NA,2018-11-07 09:26:10,NA,NA,NA,NA,"Anchor",NA,NA,"toe right inner back - white claw pink dorsal skin, toe right inner front - white claw, pink dorsal surface of last joint, toe right outer front - claw white, deformed, tightly curvered, claw knuckle pink. Died 16/1/12; got hung in a Dracophyllum (4m up) by her backpack transmitter harness.","009100552700","755fb419-ddda-4fe6-a2a5-eedc62ce5312",2012-01-16 00:00:00,1992-05-16 00:00:00,"13/09/2012 11:16:53 a.m.","Pale grey","Olive","Female", 98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adult"
NA,TRUE,NA,NA,NA,NA,"George","A", 3,2009-02-13 20:40:00,2009-02-12 00:00:00,"25 & 29/01/09","14",TRUE,NA,   50.200000,   38.300000,NA,NA,NA,NA,NA,NA,NA,NA,NA, 1.00,"b00c56aa-7164-4ce7-9017-477fe324f6ec","30/01/09",TRUE,NA,"KW09032","02bc70b2-16ba-48de-be5e-ece789173fd2","29/01/09","Whenua Hou",2009,"Blades + Basil",14, 1,2021-03-26 10:12:15,"7f58100c-4c48-471a-bc40-c051b7111e0e",13,"Hatched by Jean, then hand-reared","fert","Anchor",NA,NA,"Sue’s second chick (3rd egg) hatched and raised by Jean for 12 days before hand-rearing, due to poor weight gain.  Referred to as Su3 and Stewart (after the island) during hand-rearing, until January 2010. Named by the Whenua Hou Committee in honor of George Ryan, a past member who died the year prior.","009104925878","095e2dce-58b3-47a0-93af-32927719ff84",NA,NA,"1/10/2018 11:40:35 a.m.","Dark grey","Olive","Male",159,2009-08-06 00:00:00,2009-03-13 01:30:00,2009-07-30 00:00:00,29.00,3.000000,"95f9d3f8-4b78-43f1-86be-66237e36cffc","East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adult"
NA,FALSE,NA,NA,NA,NA,"JEM-2-B-19","B", 2,NA,2019-03-01 15:00:00,NA,NA,NA,NA,   50.910000,   37.590000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0aeaa73e-9cbb-4223-83b3-5a84753d165c",NA,NA,NA,"KA19109","02c96fe4-f0b8-42ed-8045-bc8837f4d3e7",NA,"Anchor",NA,NA,NA,NA,2021-06-21 10:04:59,"b78a1c8e-c064-410f-858b-d03e143e7393",NA,NA,"infert","Anchor","16bf7edf-e2d9-4bdc-af69-800550f11403","JEM-2-B-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b78a1c8e-c064-410f-858b-d03e143e7393",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Egg"
NA,FALSE,NA,NA,NA,NA,"Dusky-A3-2022","A", 3,NA,2022-02-08 15:40:00,NA,NA,NA,NA,   49.210000,   37.050000,NA,NA,   36.740000,NA,NA,NA,NA,NA,NA,NA,"7872f8e4-1a15-49e4-872a-35276e87bc53",NA,NA,NA,"KK22006","02d07599-727f-44d7-b819-b95a940134b7",NA,"Te Kakahu",2022,NA,NA,NA,2022-06-23 14:02:02,"903590e0-995d-4163-9f04-2c6c581559fc",NA,NA,"infert","Te Kakahu","ae5aa379-8680-4162-9af1-9c448eadcbfd","Dusky-A3-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"903590e0-995d-4163-9f04-2c6c581559fc",NA,TRUE,NA,NA,NA,NA,NA,"b9bb3579-ddc5-4758-8955-2a5bda0ecc4e",NA,NA,NA,NA,NA,NA,NA,"Egg"
NA,FALSE,NA,NA,NA,NA,"Sue1.2.85","A", 1,1985-03-18 00:00:00,1985-02-08 00:00:00,NA,NA,FALSE,NA,   48.500000,   38.400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"KS85006","02fa7dc4-741e-47b4-b681-026ce4321694",NA,"Stewart",1985,NA,NA,NA,2018-11-07 09:26:12,"7f58100c-4c48-471a-bc40-c051b7111e0e",NA,"ede","fert",NA,NA,NA,NA,NA,NA,1985-02-16 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ede~8",NA,NA,NA,NA,NA,NA,"Egg"
NA,FALSE,NA,NA,NA,NA,"Juanma","A", 2,2009-02-20 06:00:00,2009-02-18 00:00:00,"7/02/09","5",TRUE,NA,   48.450000,   37.100000,NA,NA,   36.270000,NA,NA,NA,NA,NA,NA, 2.00,"41316baa-29be-4eec-80ee-7a77d45e54c8","15/02/09",TRUE,NA,"KW09044","036e2f2c-8174-452b-8d92-2cd8c258c154","7/02/09","Whenua Hou",2009,"Felix +(AI Stumpy)",11, 8,2022-09-07 14:45:52,"c4bea551-e865-4ff5-b093-43fb0955fff4", 3,"Hatched and reared by Wendy then hand-reared","fert","Whenua Hou",NA,NA,"Pearl’s 2nd chick of 3 eggs, from her first ever nest.  Hatched and raised by Wendy for 21 days, then hand-reared due to respiratory problems.  Referred to as Pearl 2 and Slingo during hand-rearing and on Codfish until June 2010. Father by Stumpy following artificial insemination; one of the first three birds (and only male) resulting from artificial insemination in 2009. Named after Juan Blanco, who developed artificial insemination for kakapo. Died 3/4/22 died on Whenua Hou following booming of an unknown septicaemia (not erysipelas)","009104919770","d5fd5a90-adfb-4a0e-917c-e591ac9a0371",2022-04-03 00:00:00,NA,"4/07/2018 8:31:46 p.m.","Dark grey","Green","Male",168,2009-07-18 00:00:00,2009-03-20 12:20:00,2009-07-12 00:00:00,30.00,3.000000,"95f9d3f8-4b78-43f1-86be-66237e36cffc","Loop",NA,NA,NA,NA,NA,NA,NA,NA,"KRS15-10893",NA,NA,NA,NA,NA,"Adult"
NA,TRUE,NA,NA,NA,NA,"Waikawa","A", 2,2011-02-24 06:00:00,2011-02-23 08:00:00,"3 & 4/2/11","8",TRUE,NA,   48.050000,   39.800000,    5.437000,NA,NA,NA,NA,NA,NA,NA,NA, 0.00,"841d32dd-7998-4bfe-b8a8-9abc34644b83","15/2/11",TRUE,40.850,"KW11018","03baa942-3a51-4914-a58b-ee0d017af7b5","4/2/11","Whenua Hou",2011,"Jimmy + Blades",19,11,2018-11-07 09:26:07,"5faa4e7d-778e-45d4-a4b1-bd7565766907", 8,"Egg to incubator at 2 days, due to petrel disturbance. Female chick hatched in incubator & raised by Flossie","fert","Anchor",NA,NA,"Aranga's 2nd egg of 2 egg clutch (first = EDE) hatched in incubator in Codfish portacom. Hand-reared for 18 days,  then raised by Flossie. Named by Awarua runanga by Gail Thompson and Arron.","009106504004","8870b0aa-4238-4630-8ed6-40faf4d96e64",NA,NA,"29/08/2018 12:28:55 p.m.",NA,"Olive","Female",199,2011-06-07 00:00:00,2011-03-24 00:40:00,NA,28.20,3.000000,"535b70ab-3154-4c97-98c6-a64793c22cdc","West",NA,NA,NA,NA,NA,NA,NA,NA,"KRS15-10780",2011-10-19 00:00:00,NA,NA,NA,NA,"Adult"
NA,TRUE,NA,NA,NA,NA,"Jamieson","A", 2,NA,2016-02-08 00:00:00,NA,NA,TRUE,NA,   52.260000,   39.610000,NA,NA,   44.600000,NA,NA,NA,NA,NA,NA,NA,"5fa7101a-486e-4d3a-8053-4569a1868624",NA,TRUE,NA,"KW16013","04a6fc7c-709c-470d-833b-061a1e4debf8",NA,"Whenua Hou",2016,NA,NA,NA,2022-08-13 17:29:15,"0d63c3d5-1ce0-48c2-8519-57378b33e327",NA,NA,"fert","Anchor",NA,NA,"Wendy's second egg of 4 in 2016. Hatched in an incubator on Whenua Hou then transferred (along with Kura) to Anchor Island on 9/3/16 where he was raised by various foster mothers: Waikawa 4-8d, Yasmine 8-13d, Jem15-22d and Toitiiti 24-56 d. He was removed from Toitiiti's nest with a sinus infection in May 2016. Chick name was Wendy 2-4-16 (W2) and Wendyl until September 2016. Named Jamieson by the Kakapo Recovery team in recognition of Dr Ian Jamieson; long standing Kakapo Recovery Group member (2007 to 2014) and ecological scientist (with a close interest in conservation genetics) from Otago University.","000190717487","67894758-28c3-4cc8-b925-2a4b2fb961af",NA,NA,"9/10/2018 4:50:26 p.m.","Medium grey","Olive","Male",254,2016-07-07 00:00:00,2016-03-07 22:50:00,2019-06-29 00:00:00,NA,NA,"95f9d3f8-4b78-43f1-86be-66237e36cffc","",NA,NA,NA,NA,NA,NA,NA,NA,"KRS16-11329-IA",2019-08-24 00:00:00,"5045ffac-ba91-4179-825d-ac86da8dd381",NA,NA,NA,"Adult"
NA,FALSE,NA,NA,NA,NA,"Mokopuna","A", 1,2008-02-26 00:00:00,2008-02-20 00:00:00,"9 & 13/02/2008","7",FALSE,NA,   47.600000,   35.700000,NA,NA,NA,NA,NA,NA,NA,NA,NA, 6.00,"455fa8e6-a237-479d-81eb-351d9894ea16","19/02/2008",FALSE,31.600,"KW08002","04cd3b4e-9be7-4918-926a-6a68b84e375d","13/02/2008","Whenua Hou",2008,"Ox x2", 7, 6,2019-08-05 11:51:04,"be6f5d2a-5e43-44b2-9d3c-69064bdf5289", 1,"Hatched in Incubator and hand-reared","fert","South",NA,NA,"First of 2 eggs laid by Rakiura at 6 years old. Hatched in incubator and hand-reared due to failed rimu crop. Original ID of egg (Rakiura1-2-08) and chick (R1 & Mokopuna). Died in Nelson during hand-reaing, aged 42 days, due to interstitial pneumonia of uncertain cause.",NA,NA,2008-05-02 10:30:00,NA,NA,NA,NA,"Female",150,NA,2008-03-20 19:08:00,NA,28.90,NA,"95f9d3f8-4b78-43f1-86be-66237e36cffc",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KRS15-10747",NA,NA,NA,NA,NA,"Chick"
NA,FALSE,NA,NA,NA,NA,"Zephyr2.2b.02","B", 2,2002-03-28 20:45:00,2002-03-15 00:00:00,"8/03/2002","19",FALSE,NA,   54.100000,   39.600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.00,"19b5b327-3fbe-434b-9baf-29503a99864c","10/03/2002",FALSE,42.500,"KW02065","04e58696-04dd-4bf5-825d-f4e3fe5bc4fc","8/03/2002","Whenua Hou",2002,"Felix", 8,NA,2018-11-07 09:26:13,"55d4d276-2f9f-4b60-9282-ef86ce113fd5",NA,"""ede 8-9 days old, removed 31/3""","fert",NA,NA,NA,NA,NA,NA,2002-03-24 00:00:00,NA,NA,NA,NA,"Male",NA,NA,NA,NA,NA,3.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ede 8-9",NA,NA,NA,NA,NA,NA,"Egg"
NA,TRUE,NA,NA,NA,NA,"Elsie","A", 4,NA,2019-01-09 22:00:00,NA,NA,TRUE,NA,   49.840000,   36.140000,NA,NA,   35.410000,NA,NA,NA,NA,NA,NA,NA,"2903fb9b-fab0-467e-9cc4-b1629efe55b8",NA,NA,NA,"KA19023","05065cde-c745-4155-89b4-929aab399005",NA,"Anchor",NA,NA,NA,NA,2022-01-06 12:51:50,"03baa942-3a51-4914-a58b-ee0d017af7b5",NA,NA,"fert","Whenua Hou",NA,"Waikawa-4-A-19",NA,NA,NA,NA,NA,NA,NA,"Olive","Female",337,2019-06-10 17:00:00,2019-02-06 07:17:00,2019-06-06 07:00:00,NA,NA,"95f9d3f8-4b78-43f1-86be-66237e36cffc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-27 00:00:00,NA,NA,NA,NA,"Juvenile"
40.300,FALSE,NA,NA,NA,NA,"Bella1.4.02","A", 1,2002-02-16 21:50:00,2002-02-02 00:00:00,"22 & 24/1/02","22",FALSE,    6.920000,   52.500000,   37.500000,    5.459000,    0.460000,NA,NA,NA,NA,NA,NA,NA,14.00,"3cd8d782-c450-44a8-ba18-271a6eb38b07","26/01/2002",FALSE,38.000,"KW02023","053d40e7-1b28-438e-8c82-0a1e9259db0a","24/01/2002","Whenua Hou",2002,"Lionel",10,NA,2018-11-07 09:26:12,"90723821-6e02-4a5c-a176-f4cbff47102b",NA,"""infertile, obvious white blastodisc""","infert",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Egg"
45.340,FALSE,NA,NA,NA,NA,"Alice3-3-09","A", 3,2009-02-27 02:30:00,2009-02-23 00:00:00,"5 & 9/02/09","7",FALSE,    5.515000,   55.000000,   39.000000,    5.420000,    0.500000,NA,NA,NA,NA,NA,NA,NA, 4.00,"76fcdf2e-e513-4d0a-be89-eb4c3b35828c","20/02/09",FALSE,NA,"KW09056","05927ba3-30e7-4766-9c47-1a6de30a6299","9/02/09","Whenua Hou",2009,"Manu x2",14,11,2018-11-07 09:26:07,"4e419c67-78e3-41d4-a136-cf9385299e2d", 6,"Alice egg 3 of 3 infertile","infert","Whenua Hou",NA,NA,"Alice 3 of 3 3ggs, infertile",NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,3.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Egg"
NA,FALSE,NA,NA,NA,NA,"Sue-1-B-19","B", 1,NA,2019-03-11 16:07:00,NA,NA,NA,NA,   49.110000,   36.670000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34656047-2cc3-439f-891d-0509805d1b1d",NA,NA,NA,"KW19121","059b023c-3d28-4c15-a886-6167a2ac0bf1",NA,"Whenua Hou",NA,NA,NA,NA,2021-06-23 12:20:45,"7f58100c-4c48-471a-bc40-c051b7111e0e",NA,NA,"infert","Whenua Hou","490b088a-25db-42e1-9083-0cff48fb9bc0","Sue-1-B-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7f58100c-4c48-471a-bc40-c051b7111e0e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Egg"
NA,TRUE,NA,NA,NA,NA,"Eva","A", 3,NA,2019-02-06 15:40:00,NA,NA,TRUE,NA,   47.240000,   38.030000,NA,NA,   37.160000,NA,NA,NA,NA,NA,NA,NA,"732da4e6-9f2b-4fe7-8d1e-1781b0c3e653",NA,NA,NA,"KW19089","059bc236-7491-4540-932a-ff90b40e1abc",NA,"Whenua Hou",NA,NA,NA,NA,2023-02-03 14:57:16,"68e08799-f6c3-4e01-bec1-9f5afbf00d0e",NA,NA,"fert","South","bda42a7e-cf8b-4434-970c-1d39d50794b0","Suzanne-3-A-19","Sex assigned from DNA testing from CAM sample, Apr 2019",NA,NA,NA,NA,NA,NA,"Olive","Female",340,2019-05-17 12:00:00,2019-03-07 20:30:00,NA,NA,NA,"b61d8ace-9334-49e0-a3d6-e9165bc1da1a",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-16 12:00:00,"5bb2d77a-cb0f-4eab-878b-11ab196b140e",NA,NA,NA,"Juvenile"
NA,FALSE,NA,NA,NA,NA,"Bella1.1.05","A", 1,2005-03-03 13:36:00,2005-02-23 00:00:00,"15/02/2005","14",TRUE,NA,   51.400000,   36.480000,NA,NA,NA,NA,NA,NA,NA,NA,NA, 8.00,"f31bb284-3f01-4f35-872e-2e7eb349afcc","18/02/2005",FALSE,36.500,"KW05014","05a041ed-348f-4a26-b440-f7eb30e82f87","15/02/2005","Whenua Hou",2005,"Merty", 9, 3,2018-11-07 09:26:07,"90723821-6e02-4a5c-a176-f4cbff47102b", 6,"""8 days old, moved to Cyndy; hand-reared from 11 days; died 46 days = Jem - hepatits - unknown cause""","fert","South",NA,NA,"Bella's egg fostered to Cyndy on 3/3/05 - embryo 8 days old. Hand-reared from day 11, died day 46. Egg Id B1 and chick name Jem",NA,NA,2005-05-09 18:30:00,NA,NA,NA,NA,"Female",141,NA,2005-03-24 22:00:00,NA,29.10,NA,"95f9d3f8-4b78-43f1-86be-66237e36cffc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chick"
NA,FALSE,"35706Jimmy","hock joint, left","swollen, fused at about 65 degrees (prior to 7/04/98)","9","Jimmy",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"KS83008","05e7b48d-f13e-437e-96d6-444685bee0b9",NA,"Stewart",NA,NA,NA,NA,2018-11-07 09:26:09,NA,NA,NA,NA,"Whenua Hou",NA,NA,"Toe, left outer back; pale grey skin and claw 3/9/00. Left hock has bout 5 degree movement, severely swollen across the joint, calcified lump medial (inner side of joint), foot grip ok 3/9/00.","009100277555","e39fc77f-ac80-4171-abf2-991d47563ce7",2017-12-10 00:00:00,1983-03-21 00:00:00,"14/12/2017 11:13:57 a.m.","Medium grey","Green","Male", 60,NA,NA,NA,NA,NA,NA,"Loop",NA,NA,NA,NA,NA,NA,NA,NA,"KRS15-10796",NA,NA,NA,NA,NA,"Adult"
NA,FALSE,NA,NA,NA,NA,"Hine Taumai-3-B-19","B", 3,NA,2019-02-12 15:40:00,NA,NA,NA,NA,   49.200000,   36.200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2903fb9b-fab0-467e-9cc4-b1629efe55b8",NA,NA,NA,"KA19082","0678d3e8-fccc-4b15-a761-9fbcb1a2c446",NA,"Anchor",NA,NA,NA,NA,2021-06-22 15:07:40,"a3a545cc-64c0-4aae-a20d-d7b2b0a4696b",NA,NA,"infert","Anchor","16bf7edf-e2d9-4bdc-af69-800550f11403","Hine Taumai-3-B-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Egg"
NA,TRUE,NA,NA,NA,NA,"Tangiwai","A", 2,NA,2022-02-03 13:30:00,NA,NA,TRUE,NA,   49.400000,   37.100000,NA,NA,   36.980000,NA,NA,NA,NA,NA,NA,NA,"10f395b0-0e96-4239-8825-4f714d6de6a6",NA,TRUE,NA,"KW22047","071e2a41-ea1b-488f-81ab-501bc70bfb62",NA,"Whenua Hou",2022,NA,NA,NA,2022-12-21 16:19:24,"9fd65427-6b2c-471d-8dbc-9886285d8ffd",NA,NA,"fert","Whenua Hou","4a228ec4-02b5-4f46-84ae-b7390cded4bb","Tohu-A2-2022","Transferred as externally pipped egg to Tohu's nest where she hatched on Whenua Hou in 2022. Transferred to Espernce's nest at 4 days (swapped with sibling Tohu-A1) to help Tohu get into a better feeding routine with a strong chick and ensure Tohu-A2 got a better start. Sex confirmed as female 26/03/22 sequenced from a small blood sample using nanapore sequencer on Whenua Hou and Sinbad confirmed as father after a second nanopore run on 29/03/22. This chick is the result of artificial insemination. 

Tohu-A2-2022 was named Tangiwai by Lydia. Tangiwai is a translucent variety of greenstone, olive-green with streaks of white - exactly like the colour of a kakapo! This type of greenstone is found in Milford Sound with Sinbad's last chick (Rahotu) being named after Mite Peak the name Tangiwai honours Sinbad's lineage.",NA,NA,NA,NA,NA,NA,"Olive","Female",403,2022-05-22 13:06:00,2022-03-04 13:00:00,NA,NA,NA,"f9605351-76f2-4294-826d-1511914aff78",NA,TRUE,NA,NA,NA,NA,NA,"8b262dbc-7f3b-40ce-80d6-1181287cd513",NA,NA,2022-11-05 00:00:00,NA,NA,NA,NA,"Juvenile"
NA,FALSE,NA,NA,NA,NA,"Ra3-4-16","A", 3,NA,2016-02-03 20:00:00,"21&23/01/2016",NA,TRUE,NA,   47.600000,   38.350000,NA,NA,   38.080000,NA,NA,NA,NA,NA,NA, 0.00,"b00c56aa-7164-4ce7-9017-477fe324f6ec","24/01/2016",TRUE,NA,"KA16021","0742961e-ee10-4707-8c76-d02bb8a0faff","23/01/2016","Anchor",2016,"Waihopai & Basil",11, 1,2022-01-06 12:53:20,"8ab2b4d0-5db4-44c8-95f6-2b78b604a131",11,NA,"fert","South",NA,NA,"Ra's first nest: 3rd & only fertile egg of 4 egg clutch on Anchor in 2016. Hatched in Incubator & transferred to Toitiiti's nest at 3 days, swapped to Jem's nest at 25 days. Left femur broken during handling at 76 days (fledging). Leg pinned at Wildbase (Massey University) at 80 days, returned to Invercargill at 88 days, but part of pin moved, causing increased pain. Returned to Wildbase at 95 days, pin removed at 108 d, but femur broke again at 115d; repinned; but bird died during crop tubing at Wildbase at 122 days, due to food aspiration.  Just 2-3 days away from fledging at time of broken leg (which was beyond the control of mum and chick) so treated as fledged.","000190717482","7987542c-2596-43a9-8ec5-913711785565",2016-07-04 00:00:00,NA,"5/05/2016 8:47:50 a.m.",NA,"Green","Male",250,2016-05-19 00:00:00,2016-03-04 06:00:00,NA,NA,NA,"b78a1c8e-c064-410f-858b-d03e143e7393",NA,NA,NA,NA,NA,NA,NA,NA,NA,"KRS16-11312-IA",NA,NA,NA,NA,NA,"Chick"
NA,TRUE,NA,NA,NA,NA,"Tau Kuhurangi","A", 1,NA,2016-01-29 00:00:00,NA,NA,TRUE,NA,   49.400000,   38.000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5fa7101a-486e-4d3a-8053-4569a1868624",NA,TRUE,NA,"KW16005","07d6664a-2c76-4d1b-862a-291d3d91e400",NA,"Whenua Hou",2016,NA,NA,NA,2022-09-09 16:20:08,"67bff30e-1ebb-40ee-ab88-c241cf4c3bad",NA,NA,"fert","Anchor","f2078519-9976-40b0-8dfb-7d2700189680",NA,"Tumeke's first of 3 eggs on Whenua Hou in 2016. Hatched in nest on 29/2/16 sometime between 08.30-09.45am and raised by his mother, Tumeke (except hand-reared day 2-4 – respiratory click). Chick name Tumeke 1-3-16, (Tu1) until September 2016. Named by the Kakapo Recovery team. He is the first kakapo in recent times to hatch on 29 February. This name is the Maori word for leap year.","000190633840","0642fb2b-f168-4260-baac-7f48e45ac623",NA,NA,"5/10/2018 2:44:19 p.m.",NA,"Green","Male",219,2016-05-15 00:00:00,2016-02-29 09:00:00,NA,NA,NA,"67bff30e-1ebb-40ee-ab88-c241cf4c3bad","",NA,NA,NA,NA,NA,NA,NA,NA,"KRS16-11323-IA",2016-11-19 00:00:00,"2c799453-186c-445d-8d35-24dab9ca8766",NA,NA,NA,"Adult"
38.050,FALSE,NA,NA,NA,NA,"Jean1-2-09","A", 1,2009-02-22 22:05:00,2009-02-22 22:05:00,"1 & 6/02/09","13",FALSE,    4.313000,   50.500000,   37.000000,    5.504000,    0.400000,NA,NA,NA,NA,NA,NA,NA, 0.00,"05e7b48d-f13e-437e-96d6-444685bee0b9","9/02/09",FALSE,NA,"KW09054","07dedc7d-f21a-4c03-b18b-886eb3bfa5b4","6/02/09","Whenua Hou",2009,"Jimmy x2",16, 3,2018-11-07 09:26:05,"1df0642c-4933-4a63-a74e-0a83a769f1f4",13,"Jean's first of 2 eggs, blastodisc death about day 1","fert","Whenua Hou",NA,NA,"Jean's first of 2 eggs, blastodisc death about day 1",NA,NA,2009-02-23 00:00:00,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ede 1d",NA,NA,NA,NA,NA,NA,"Egg"
NA,FALSE,NA,NA,NA,NA,"Boomer1-3-16","A", 1,NA,2016-02-13 00:00:00,"6/02/2016",NA,FALSE,NA,   47.220000,   38.510000,NA,NA,NA,NA,NA,NA,NA,NA,NA, 8.00,"422dcf47-7ff6-4d42-b8a2-46318cf2f424","11/02/2016",FALSE,NA,"KA16042","088c120b-eb77-447a-87e3-278b31659c34","6/02/2016","Anchor",2016,"Ariki", 7, 5,2018-11-07 09:26:03,"3d6d9978-c934-4464-9f73-86de845b7420", 2,"Infertile clutch of 3","infert","Anchor",NA,NA,"Boomer's first nest, clutch of 3 infertile eggs",NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Egg"
